instrument,exchange,symbol,price,index_price,price_change_24h_pct,volume_24h_usd,volume_usd_change_percent_24h,long_volume_usd,short_volume_usd,long_volume_quantity,short_volume_quantity,open_interest_quantity,open_interest_usd,open_interest_change_percent_24h,funding_rate,next_funding_timestamp,open_interest_volume_radio,oi_vol_ratio_change_percent_24h,requested_instrument,long_liquidation_usd,short_liquidation_usd,funding_rate_pct,fetch_timestamp
NEAR_USDC,MEXC,NEAR/USDC,2.314,2.314,-3.7,290905.878,17.38,174722.482,116183.396,4045,3977,169612.0,392482.168,39.61,-0.0006,1780243200000.0,1.3492,18.95,NEAR,,,-0.06,2026-05-31 22:11:46.810970
NEARUSD_DMCBL,Bitget,NEAR/USD,2.308,2.3126179249417085,-3.87,272341.094,-22.79,131046.392,141294.702,1241,1332,966784.0,2234237.824,-2.38,0.01,1780243200000.0,8.2038,26.45,NEAR,0.0,400.23,1.0,2026-05-31 22:11:46.810970
NEAR-USDC,Lighter,NEAR/USDC,2.28175,2.31273,-5.02,1984.51,-99.97,1129.28,855.23,12,9,2604094.2,6027827.04945,-6.03,0.0012,,3037.4385,346996.16,NEAR,,,0.12,2026-05-31 22:11:46.810970
NEAR-USD-PERP,Paradex,NEAR/USD,2.302,2.31177524,-1.46,1912.4055,17.92,284.06,1628.3555,7,9,10630.2,24470.7204,0.51,-0.002219501058,,12.7958,-14.77,NEAR,,,-0.222,2026-05-31 22:11:46.810970
DOTUSD,Bitmex,DOT/USD,1.186,1.187,-0.84,73511792.83,37323.52,33704345.01,39807447.82,157,121,554359.28,657470.109121911,-2.29,0.01,1780286400000.0,0.0089,-99.74,DOT,,,1.0,2026-05-31 22:11:46.810970
DOTUSDT,Binance,DOT/USDT,1.187,1.18773134,-0.59,38060737.0889,-41.45,18035667.9605,20025069.1284,52636,63277,31037597.1,36841627.7577,3.98,-0.013454,1780243200000.0,0.968,77.61,DOT,1057.23,29513.12,-1.3454,2026-05-31 22:11:46.810970
DOTUSDT,Bybit,DOT/USDT,1.187,1.1876,-0.66,15116577.84046,-39.23,7248392.45553,7868185.38513,65784,65287,16917343.9,20080887.21,2.0,-0.008561,1780243200000.0,1.3284,67.83,DOT,0.0,1311.52,-0.8561,2026-05-31 22:11:46.810970
DOT_PERP,WhiteBIT,DOT/USDT,1.1855,1.188,-0.72,15060523.0675,-17.79,9069260.1175,5991262.95,59789,39955,7390436.0,8761361.878,3.03,0.01,1780243200000.0,0.5817,25.31,DOT,,,1.0,2026-05-31 22:11:46.810970
DOT-USDT-SWAP,OKX,DOT/USDT,1.187,1.187,-0.59,10522798.288,-59.44,5054286.533,5468511.745,4636,5656,8116461.0,9634239.207,0.52,0.00394192805533,1780243200000.0,0.9156,147.86,DOT,0.0,16738.81,0.3942,2026-05-31 22:11:46.810970
DOTUSDT,LBank,DOT/USDT,1.187,,-0.67,8511923.3558,-32.4,4258008.6702,4253914.6856,32260,31896,22641509.8,26852830.6228,-0.59,-0.0139,1780243200000.0,3.1547,47.05,DOT,,,-1.39,2026-05-31 22:11:46.810970
DOT-USD,BingX,DOT/USD,1.184,1.185,-0.67,5807990.0,18.73,2819940.0,2988050.0,43600,42962,315845.1883,373960.7029472,2.68,0.01,1780243200000.0,0.0644,-13.44,DOT,,,1.0,2026-05-31 22:11:46.810970
DOT_USDT,MEXC,DOT/USDT,1.187,1.187,-0.59,4965285.5835,-24.16,2565548.5651,2399737.0284,5091,5131,14642320.0,17380433.84,11.96,-0.0137,1780243200000.0,3.5004,47.62,DOT,,,-1.37,2026-05-31 22:11:46.810970
DOT-USDT,BingX,DOT/USDT,1.188,1.187,-0.5,3657867.7415,-38.74,1398748.1046,2259119.6469,130553,130653,2636386.2901,3126754.14,-38.5,0.0037,1780243200000.0,0.8548,0.39,DOT,,,0.37,2026-05-31 22:11:46.810970
DOTUSDT,Bitunix,DOT/USDT,1.187,1.188,-0.59,2449081.6062,-43.39,1100424.6689,1348656.9473,5166,7350,1842211.3,2184862.6018,-0.31,0.014219,1780243200000.0,0.8921,76.1,DOT,,,1.4219,2026-05-31 22:11:46.810970
DOTUSDT_UMCBL,Bitget,DOT/USDT,1.187,1.1876530470655353,-0.59,2081724.947,-67.42,1026233.057,1055491.88,3053,3023,14259852.0,16926444.324,2.18,-0.0016,1780243200000.0,8.131,213.64,DOT,0.0,442.31,-0.16,2026-05-31 22:11:46.810970
DOT_USDT,Gate,DOT/USDT,1.187,1.1878,-0.67,1319829.527,-55.04,669872.347,649957.19,1882,1545,3228658.0,3832417.046,2.8,-0.0083,1780243200000.0,2.9037,128.66,DOT,0.0,10627.44,-0.83,2026-05-31 22:11:46.810970
DOT-USDC,BingX,DOT/USDC,1.187,1.187,-0.67,1212441.611585,-1.04,610147.308295,602294.27359,16538,16356,804879.7639,954587.4,1.33,0.0041,1780243200000.0,0.7873,2.39,DOT,,,0.41,2026-05-31 22:11:46.810970
DOTUSD_PERP,Binance,DOT/USD,1.186,1.18562932,-0.59,846260.0,-71.01,407000.0,439260.0,1834,1905,2106155.14,2497900.0,0.75,0.01,1780243200000.0,2.9517,247.59,DOT,0.0,60.0,1.0,2026-05-31 22:11:46.810970
DOTUSDTM,KuCoin,DOT/USDT,1.188,1.187,-0.67,790335.669,-80.29,358584.594,431751.075,1790,1649,19535273.0,23207904.324,2.93,0.0032,1780243140198.0,29.3646,422.25,DOT,,,0.32,2026-05-31 22:11:46.810970
DOT-USD-SWAP,OKX,DOT/USD,1.185,1.185,-0.67,718930.0,-51.69,346160.0,372770.0,537,572,2417755.2742616036,2865040.0,0.64,0.01,1780243200000.0,3.9851,108.33,DOT,,,1.0,2026-05-31 22:11:46.810970
DOT-USD,Hyperliquid,DOT/USD,1.1864,1.1875,-0.69,668340.49952,-22.93,372926.97284,295413.50668,2059,2074,3509663.8,4164216.0987,3.51,0.00112482,1780239600000.0,6.2307,34.31,DOT,19.52,0.0,0.1125,2026-05-31 22:11:46.810970
PF_DOTUSD,Kraken,DOT/USDT,1.186,1.1861,-0.67,613651.0296,-75.3,286729.8492,326921.1704,1161,1145,2340400.3,2775714.7558,0.23,-0.0005926075,1780239600000.0,4.5233,305.82,DOT,,,-0.0593,2026-05-31 22:11:46.810970
DOTUSDT,CoinEx,DOT/USDT,1.1872,1.1879,-0.62,564014.42699,-1.75,213401.5742,350612.85289,3041,6188,762298.5,905000.7792,15.49,-0.019001,1780243176381.0,1.6046,17.55,DOT,0.0,154.29,-1.9001,2026-05-31 22:11:46.810970
DOTUSD,EdgeX,DOT/USD,1.186,1.1875,-0.84,441652.9134,1.8,217715.6838,223937.2296,1482,1554,186155.6,220780.5416,-3.86,0.005,1780243200000.0,0.4999,-5.55,DOT,,,0.5,2026-05-31 22:11:46.810970
DOTUSD,Bitunix,DOT/USD,1.186,1.186,-0.59,234592.8,-44.37,126954.963,107637.837,7233,7189,413441.8,490341.9748,55.44,0.01,1780243200000.0,2.0902,179.44,DOT,,,1.0,2026-05-31 22:11:46.810970
DOT-USD,Extended,DOT/USD,1.1836,1.18581375,-0.87,194649.65,-34.04,26984.34,167665.31,64,680,127696.6,151296.868837,-22.52,0.0013,,0.7773,17.47,DOT,56.02,0.0,0.13,2026-05-31 22:11:46.810970
DOT-USDC,Lighter,DOT/USDC,1.18551,1.18582,-0.67,158600.239453,-56.13,102054.4288,56545.810653,297,1118,376986.6,447106.1076,34.15,0.0012,,2.8191,205.76,DOT,,,0.12,2026-05-31 22:11:46.810970
DOTUSD,Bybit,DOT/USD,1.186,1.186,-0.63,149817.0,-74.26,61856.0,87961.0,865,735,2988281.62,3544102.0,-0.17,0.01,1780243200000.0,23.6562,287.79,DOT,0.0,1008.0,1.0,2026-05-31 22:11:46.810970
DOT_USDC,MEXC,DOT/USDC,1.185,1.186,-0.75,145091.373,10.54,67397.659,77693.714,3961,3928,117011.0,138658.035,3.36,0.01,1780243200000.0,0.9557,-6.49,DOT,,,1.0,2026-05-31 22:11:46.810970
DOT-PERP,Coinbase,DOT/USDC,1.187,1.186,-0.59,123968.3069,-80.68,64571.2703,59397.0266,695,417,188426.3,223662.0181,0.8,0.0008,,1.8042,421.6,DOT,,,0.08,2026-05-31 22:11:46.810970
DOTUSD_DMCBL,Bitget,DOT/USD,1.185,1.1859249148419193,-0.5,97585.441,-47.86,31758.608,65826.833,94,234,362339.0,429371.715,-0.54,0.01,1780243200000.0,4.4,90.77,DOT,,,1.0,2026-05-31 22:11:46.810970
DOTUSDT,Aster,DOT/USDT,1.184,1.18773137,-1.09,88241.035,65.13,39327.845,48913.19,71,72,650330.1,769990.8384,2.07,0.01,1780243200000.0,8.726,-38.19,DOT,0.0,3.57,1.0,2026-05-31 22:11:46.810970
DOT-USDT,HTX,DOT/USDT,1.1875,1.18785,-0.69,64491.365,-81.76,23209.5453,41281.8197,418,647,314234.0,373152.875,-1.39,0.01,1780243200000.0,5.7861,440.66,DOT,0.0,1.18,1.0,2026-05-31 22:11:46.810970
DOT-USD,HTX,DOT/USD,1.1813,1.1857281703668603,-0.46,49060.0,-32.58,24650.0,24410.0,688,684,112689.40997206468,133120.0,-0.01,-0.6816988651448526,,2.7134,48.31,DOT,,,-68.1699,2026-05-31 22:11:46.810970
DOTPERP,Bybit,DOT/USDC,1.1846,1.1866,-0.79,43758.6674,-49.97,20965.6474,22793.02,111,95,343587.0,407013.16,-1.98,-0.009667,1780243200000.0,9.3013,95.93,DOT,,,-0.9667,2026-05-31 22:11:46.810970
DOTUSD-PERP,Crypto.com,DOT/USD,1.1888,1.1861,-0.48,22213.3323,-51.21,10605.7928,11607.5395,461,1189,92200.2,109607.59776,-2.4,0.0016269,1780239600000.0,4.9343,100.04,DOT,,,0.1627,2026-05-31 22:11:46.810970
DOTUSDT,Bitmex,DOT/USDT,1.185,1.1883,-0.92,14196.102,-91.99,5493.722,8702.38,54,41,437360.0,519758.624,-0.73,0.01,1780286400000.0,36.6128,1138.97,DOT,,,1.0,2026-05-31 22:11:46.810970
DOT-USD-PERP,Paradex,DOT/USD,1.2532,1.18505412,3.14,2373.94,,1365.19,1008.75,6,4,18792.8,23551.13696,4.98,-0.0436145863,,9.9207,,DOT,,,-4.3615,2026-05-31 22:11:46.810970
DOTUSDM,KuCoin,DOT/USD,1.199,1.185,-0.66,2372.0,-72.47,9.0,2363.0,2,12,209700.58,251431.0,20.87,0.1368,1780243140197.0,105.9996,339.03,DOT,,,13.68,2026-05-31 22:11:46.810970
LITUSDT,Binance,LIT/USDT,1.3168,1.317584,-4.56,58204957.65876,-48.14,28677366.80778,29527590.82158,407190,420791,32568323.5,42850143.22895,-7.11,0.005,1780243200000.0,0.7362,79.12,LIT,46463.52,82366.74,0.5,2026-05-31 22:11:46.810970
LIT-USDT-SWAP,OKX,LIT/USDT,1.3177,1.319,-4.57,39825378.2505,-48.22,19007313.2782,20818064.9623,114228,122554,7699045.0,10148881.119,-7.8,0.005,1780243200000.0,0.2548,78.06,LIT,45086.11,106459.68,0.5,2026-05-31 22:11:46.810970
LIT-USD,Hyperliquid,LIT/USD,1.3176,1.3182,-4.61,33145115.7969,-50.35,16043557.3454,17101558.4615,37820,33011,60308640.0,79432509.744,-2.61,0.00125,1780239600000.0,2.3965,96.16,LIT,99846.42,0.0,0.125,2026-05-31 22:11:46.810970
LITUSDT,Bybit,LIT/USDT,1.3177,1.3182,-4.67,21373145.33609,-51.89,10472192.42964,10900952.91605,121362,133890,15470920.2,20392219.92,-6.56,0.005,1780243200000.0,0.9541,94.24,LIT,4118.47,11934.57,0.5,2026-05-31 22:11:46.810970
LIT_PERP,WhiteBIT,LIT/USDT,1.3197,1.316,-4.33,18963658.04279,-18.85,6766948.39752,12196709.64527,49590,136746,7456801.8,9819116.61024,-7.38,0.005,1780243200000.0,0.5178,14.13,LIT,,,0.5,2026-05-31 22:11:46.810970
LIT-USD,Extended,LIT/USD,1.3181,1.316078510999,-4.51,5885220.62,-61.09,3254554.46,2630666.16,8026,5952,2748836.0,3610958.904864,-6.69,0.0013,,0.6136,139.78,LIT,0.0,107.55,0.13,2026-05-31 22:11:46.810970
LIT_USDT,Gate,LIT/USDT,1.318,1.3179,-4.56,2694570.649,-45.34,1253553.455,1441017.194,11262,12507,967174.0,1274735.332,-8.74,0.005,1780243200000.0,0.4731,67.0,LIT,4.21,187.63,0.5,2026-05-31 22:11:46.810970
LITUSDT_UMCBL,Bitget,LIT/USDT,1.317,1.317411111111111,-4.57,2694066.561,-44.21,1287033.477,1407033.094,7129,7658,2007513.0,2643894.621,-3.72,0.002,1780243200000.0,0.9814,72.57,LIT,1295.92,2139.42,0.2,2026-05-31 22:11:46.810970
LIT_USDT,MEXC,LIT/USDT,1.3166,1.3176,-4.59,2591877.2709,-45.7,1199579.84901,1392297.43179,7943,8276,2268448.0,2985504.4128,-54.99,0.005,1780243200000.0,1.1519,-17.11,LIT,,,0.5,2026-05-31 22:11:46.810970
LITUSDT,LBank,LIT/USDT,1.3153,,-5.22,1805524.9924,,918920.01702,886604.97528,30419,30291,0.0,0.0,,,,0.0,,LIT,,,,2026-05-31 22:11:46.810970
LITUSDTM,KuCoin,LIT/USDT,1.319,1.31744,-4.7,1141374.267,-56.07,532349.199,609025.068,4357,5532,4938742.0,6519139.44,-15.69,0.0221,1780243140272.0,5.7117,91.9,LIT,,,2.21,2026-05-31 22:11:46.810970
LITUSDT,CoinEx,LIT/USDT,1.3179,1.3177,-4.5,720151.1046,-19.61,371963.0847,348188.0199,5224,4923,138230.0,182173.317,0.24,-0.014412,1780243202633.0,0.253,24.69,LIT,0.0,82.16,-1.4412,2026-05-31 22:11:46.810970
LITUSDT,Aster,LIT/USDT,1.3163,1.318264,-4.55,712712.3242,-61.08,309141.0093,403571.3049,946,1492,728047.0,958328.2661,-2.75,0.00125,1780239600000.0,1.3446,149.93,LIT,22.27,350.17,0.125,2026-05-31 22:11:46.810970
LIT-USDT,HTX,LIT/USDT,1.3091,1.3190333333333333,-4.47,143927.5459,-51.12,71920.369,72007.1869,821,1061,53727.0,70334.0157,-40.12,0.005,1780243200000.0,0.4887,22.51,LIT,9855.64,0.0,0.5,2026-05-31 22:11:46.810970
LITUSDT,ApeX Omni,LIT/USDT,1.318,1.317,-4.7,119947.01,31.0,28236.31,91710.7,3028,3184,30459.0,40144.962,-9.25,0.00125,,0.3347,-30.72,LIT,,,0.125,2026-05-31 22:11:46.810970
LIT-PERP,Coinbase,LIT/USDC,1.31405,1.31649,-4.25,25403.7306,-97.65,12840.3791,12563.3515,273,82,98813.4,129845.74827,-4.87,0.0008,,5.1113,3946.95,LIT,,,0.08,2026-05-31 22:11:46.810970
LITUSDT,Bitmex,LIT/USDT,1.3317,1.319,-4.2,12405.5282,-67.47,5617.03,6788.4982,15,23,5893.0,7771.0991,-1.0,-0.033,1780286400000.0,0.6264,204.37,LIT,,,-3.3,2026-05-31 22:11:46.810970
LIT-USD-PERP,Paradex,LIT/USD,1.31629,1.31842769,-7.04,11969.6265,-73.88,7954.175,4015.4515,26,15,320768.0,422223.71072,-5.95,0.015014843514,,35.2746,260.07,LIT,,,1.5015,2026-05-31 22:11:46.810970
LIT-USDC,Lighter,LIT/USDC,1.3686,1.3165,-3.84,10339.6,-99.96,8313.15,2026.44,54,27,46687875.86,61487932.50762,-6.26,0.0012,,5946.8386,234748.69,LIT,166.71,0.0,0.12,2026-05-31 22:11:46.810970
ENAUSDT,Binance,ENA/USDT,0.08995,0.09005956,0.98,69914052.97365,-25.27,33284886.31898,36629166.65447,254875,238235,472109360.0,42456794.7448,8.68,0.004044,1780243200000.0,0.6073,45.43,ENA,19405.86,129348.54,0.4044,2026-05-31 22:11:46.810970
ENAUSDT,Bybit,ENA/USDT,0.08995,0.09008,0.99,28674623.88779,-5.41,14636045.2396,14038578.65849,116758,114581,378277512.0,34052541.63,18.22,0.005,1780243200000.0,1.1875,24.97,ENA,13340.11,4475.12,0.5,2026-05-31 22:11:46.810970
ENA_USDT,MEXC,ENA/USDT,0.08995,0.09008,0.99,25102067.4259,8.35,11513028.2259,13589039.21,9282,9416,119649370.0,10763657.3252,20.95,0.0038,1780243200000.0,0.4288,11.64,ENA,,,0.38,2026-05-31 22:11:46.810970
ENA_PERP,WhiteBIT,ENA/USDT,0.0896,0.09,1.01,17109574.4787,-4.22,7793070.2201,9316504.2486,45373,62537,96489928.0,8645497.5488,7.19,0.005,1780243200000.0,0.5053,11.92,ENA,,,0.5,2026-05-31 22:11:46.810970
ENA-USDT-SWAP,OKX,ENA/USDT,0.08995,0.09002,1.0,9832402.2806,-24.4,4979673.7943,4852728.5063,21235,22090,43512700.0,3914402.492,-3.62,0.005,1780243200000.0,0.3981,27.47,ENA,1665.44,29569.69,0.5,2026-05-31 22:11:46.810970
ENA-USDT,BingX,ENA/USDT,0.0899,0.09,1.01,8453942.565488,2.04,4229358.989245,4224583.526143,432532,435086,80267851.0567,7216079.81,2.47,0.005,1780243200000.0,0.8536,0.42,ENA,,,0.5,2026-05-31 22:11:46.810970
ENAUSDT_UMCBL,Bitget,ENA/USDT,0.08999,0.090058703759285,1.1,7861482.50308,-42.17,4107137.11738,3754345.386,16692,15041,125585065.0,11301399.99935,9.46,0.005,1780243200000.0,1.4376,89.31,ENA,2123.27,7374.59,0.5,2026-05-31 22:11:46.810970
ENAUSDT,ApeX Omni,ENA/USDT,0.0897,0.0901,0.67,7219341.85,80.18,4464809.87,2754531.98,20704,12786,337964.0,30315.3708,-3.76,0.00125,,0.0042,-46.84,ENA,,,0.125,2026-05-31 22:11:46.810970
ENA-USDC,BingX,ENA/USDC,0.0899,0.09,1.01,6480148.642907,-0.09,3241411.241909,3238737.391198,432410,432063,29462269.9666,2648658.07,-0.05,0.0055,1780243200000.0,0.4087,0.02,ENA,,,0.55,2026-05-31 22:11:46.810970
ENAUSDC,Binance,ENA/USDC,0.08988,0.08993531,1.03,5557145.80357,-22.64,2749485.88168,2807659.93219,37398,34961,29634198.0,2663521.71624,0.35,0.005,1780243200000.0,0.4793,29.72,ENA,2.99,556.83,0.5,2026-05-31 22:11:46.810970
ENA_USDT,Gate,ENA/USDT,0.08993,0.09002,0.99,5460784.3818,-3.29,2787516.1126,2673268.2592,22496,21606,42888440.0,3857386.2936,-5.56,0.005,1780243200000.0,0.7064,-2.34,ENA,461.5,1792.01,0.5,2026-05-31 22:11:46.810970
ENAUSDT,LBank,ENA/USDT,0.08996,,0.99,5203949.21102,7.99,2432721.45006,2771227.74106,72073,72010,69689984.0,6269310.96064,1.24,0.0048,1780243200000.0,1.2047,-6.25,ENA,,,0.48,2026-05-31 22:11:46.810970
ENAUSD,EdgeX,ENA/USD,0.0899,0.09004698,0.9,5116917.0978,-15.67,2436288.5223,2680628.5755,7779,8065,2907974.0,261426.8626,0.9,0.005,1780243200000.0,0.0511,19.67,ENA,,,0.5,2026-05-31 22:11:46.810970
ENAUSDT,Bitunix,ENA/USDT,0.08995,0.08999,0.98,3938634.65347,-25.0,2030796.96743,1907837.69634,13225,10732,21699751.0,1951892.60245,10.7,0.003296,1780243200000.0,0.4956,47.59,ENA,,,0.3296,2026-05-31 22:11:46.810970
ENA-USD,Hyperliquid,ENA/USD,0.090003,0.090015,1.01,3548829.485845,59.18,2333387.3559,1215442.129945,7282,6362,205836200.0,18525875.5086,0.8,0.00125,1780239600000.0,5.2203,-36.68,ENA,0.0,89.28,0.125,2026-05-31 22:11:46.810970
ENAUSDTM,KuCoin,ENA/USDT,0.09002,0.09004,1.04,3155263.15517,-65.02,1571089.76369,1584173.39128,14221,14029,127712428.0,11497949.89284,-0.91,0.0181,1780243140205.0,3.6441,183.23,ENA,,,1.81,2026-05-31 22:11:46.810970
ENA-PERP,Coinbase,ENA/USDC,0.0899,0.08993,1.01,2143349.2664,-17.13,1093858.4811,1049490.7853,1441,1290,2060573.0,185245.5127,-20.45,0.0011,,0.0864,-4.0,ENA,,,0.11,2026-05-31 22:11:46.810970
ENA-USD,Extended,ENA/USD,0.08992,0.0898971645,0.93,1961381.25,-67.67,1062231.71,899149.54,1498,3214,16201592.0,1454697.536738,-4.47,0.0013,,0.7417,195.5,ENA,0.0,62.43,0.13,2026-05-31 22:11:46.810970
PF_ENAUSD,Kraken,ENA/USDT,0.08996,0.089896,1.07,368462.4228,-20.63,227023.0551,141439.3677,749,599,7096641.0,638413.82436,-4.01,0.0003930525,1780239600000.0,1.7326,20.92,ENA,,,0.0393,2026-05-31 22:11:46.810970
ENAUSDT,CoinEx,ENA/USDT,0.090055,0.090032,1.07,350926.155947,-59.84,230179.838177,120746.32797,6229,2936,4975365.0,448056.495075,8.96,0.025688,1780243202620.0,1.2768,171.31,ENA,0.0,1006.85,2.5688,2026-05-31 22:11:46.810970
ENA-USDT,HTX,ENA/USDT,0.09177,0.09004,1.79,162427.31531,15.57,79619.3611,82807.96421,809,2685,2489137.0,228428.10249,25.56,0.0290600190521321,1780243200000.0,1.4063,8.64,ENA,0.0,86.17,2.906,2026-05-31 22:11:46.810970
ENA_USDC,MEXC,ENA/USDC,0.08987,0.08983,1.05,153424.4727,30.6,82675.0758,70749.3869,3992,4070,1271960.0,114336.4844,16.67,0.005,1780243200000.0,0.7452,-10.67,ENA,,,0.5,2026-05-31 22:11:46.810970
ENAPERP,Bybit,ENA/USDC,0.08938,0.08997,0.96,59357.0876,-9.55,39512.7576,19844.33,303,266,6986008.0,627902.4,-0.51,0.01,1780243200000.0,10.5784,9.99,ENA,,,1.0,2026-05-31 22:11:46.810970
ENAUSDC,Bitunix,ENA/USDC,0.0899,0.0897,1.01,53968.9665,-26.45,26260.1402,27708.8163,5151,5012,428092.0,38485.4708,-10.48,0.005,1780243200000.0,0.7131,21.71,ENA,,,0.5,2026-05-31 22:11:46.810970
ENAUSDT,Aster,ENA/USDT,0.0896,0.09005956,0.69,50049.5226,-35.61,30359.6953,19689.8273,119,57,1220048.0,109316.3008,-0.4,0.005,1780243200000.0,2.1842,54.69,ENA,,,0.5,2026-05-31 22:11:46.810970
ENAUSD-PERP,Crypto.com,ENA/USD,0.08991,0.08994,1.12,42836.58661,46.03,26615.0839,16221.50271,423,399,254266.0,22861.05606,55.49,-0.0006677,1780239600000.0,0.5337,6.48,ENA,,,-0.0668,2026-05-31 22:11:46.810970
ENAUSDT,Bitmex,ENA/USDT,0.0898,0.0901,1.13,26320.6039,3.52,6949.6084,19370.9955,114,147,2612376.0,235375.0776,0.98,0.01,1780286400000.0,8.9426,-2.45,ENA,,,1.0,2026-05-31 22:11:46.810970
ENA-USDC,Lighter,ENA/USDC,0.08988,0.08988,2.23,24364.747632,-94.44,14179.905656,10184.851976,192,203,26607564.8,2392020.07552,-3.93,0.0012,,98.1755,1626.5,ENA,569.08,0.0,0.12,2026-05-31 22:11:46.810970
ENA-USD,dYdX,ENA/USD,0.08945,,0.75,7853.82,-25.65,2714.23,5139.59,4,70,1011460.0,90964.411914514,0.13,0.0,1780239600000.0,11.5822,34.68,ENA,,,0.0,2026-05-31 22:11:46.810970
ENA-USD-PERP,Paradex,ENA/USD,0.0888,0.09186609,0.0,1675.1232,-6.3,0.0,1675.1232,0,1,257810.0,22893.528,0.0,-0.021740961673,,13.6668,6.72,ENA,0.0,11.73,-2.1741,2026-05-31 22:11:46.810970
IPUSDT,ApeX Omni,IP/USDT,0.431,0.432,-0.46,17687953.47,129.5,8862976.26,8824977.21,40948,40698,114453.99999999999,49329.67399999999,-0.51,0.00125,,0.0028,-56.25,IP,,,0.125,2026-05-31 22:11:46.810970
IP-USDT-SWAP,OKX,IP/USDT,0.4321,0.432,-0.02,6983621.0242,-26.51,3477418.2531,3506202.8011,10175,8801,10966125.0,4738462.6125,4.05,0.005,1780243200000.0,0.6785,41.59,IP,64.4,494.6,0.5,2026-05-31 22:11:46.810970
IP-USDT,BingX,IP/USDT,0.43219,0.43202,-0.02,6579103.8997809,-0.82,3308940.6837371,3270163.1662438,431668,431324,12977943.3862,5607120.44,-0.57,0.005,1780243200000.0,0.8523,0.25,IP,,,0.5,2026-05-31 22:11:46.810970
IP-USDC,BingX,IP/USDC,0.432,0.432,-0.09,6477623.7214786,-0.24,3236853.5270666,3240770.184312,431572,432305,1693974.2361,731796.87,6.13,0.0055,1780243200000.0,0.113,6.4,IP,,,0.55,2026-05-31 22:11:46.810970
IPUSDT,Binance,IP/USDT,0.4321,0.43226371,-0.05,5700011.37836,-21.09,2640452.18668,3059559.20168,38752,34951,15071993.3,6514115.50426,3.42,0.005,1780243200000.0,1.1428,31.06,IP,0.0,2855.63,0.5,2026-05-31 22:11:46.810970
IP_PERP,WhiteBIT,IP/USDT,0.4321,0.432,0.02,3568562.81629,-33.82,616871.81407,2951691.01322,7199,59382,4818639.4,2082134.08474,3.72,0.005,1780243200000.0,0.5835,56.73,IP,,,0.5,2026-05-31 22:11:46.810970
IPUSDTM,KuCoin,IP/USDT,0.4325,0.43195,0.02,3257751.04301,-41.71,1628613.91134,1629137.13227,21659,21150,2146539.0,928270.79055,-26.11,0.0082,1780243140255.0,0.2849,26.73,IP,,,0.82,2026-05-31 22:11:46.810970
IPUSDT,Bybit,IP/USDT,0.4319,0.4319,-0.07,2855580.1521,-28.27,1463484.1137,1392096.0386,17416,13579,16770302.4,7243093.61,1.41,0.005,1780243200000.0,2.5365,41.39,IP,0.0,2924.46,0.5,2026-05-31 22:11:46.810970
IPUSDT_UMCBL,Bitget,IP/USDT,0.4314,0.4318749558344327,-0.28,1023569.2525,84.71,478940.1722,544629.0902,3099,3348,3236914.8,1396405.04472,5.56,0.005,1780243200000.0,1.3643,-42.85,IP,0.0,277.43,0.5,2026-05-31 22:11:46.810970
IPUSDT,LBank,IP/USDT,0.4316,,-0.16,1020613.18922,-8.24,508276.52072,512336.6781,28244,28245,86307.9,37250.48964,9.55,0.005,1780243200000.0,0.0365,19.28,IP,,,0.5,2026-05-31 22:11:46.810970
IPUSDC,Binance,IP/USDC,0.4313,0.43181038,-0.09,801733.18152,-42.09,408506.07959,393227.10173,9079,7425,1697822.4,732270.80112,5.44,0.005,1780243200000.0,0.9134,82.06,IP,0.0,243.6,0.5,2026-05-31 22:11:46.810970
IP_USDT,MEXC,IP/USDT,0.4322,0.4317,-0.02,404660.9519,-42.12,210531.8378,194129.1041,4082,3987,1766371.0,763248.9091,18.69,0.005,1780243200000.0,1.8861,105.06,IP,,,0.5,2026-05-31 22:11:46.810970
IPUSDT,Bitunix,IP/USDT,0.4321,0.4319,-0.05,318111.40758,-12.56,158220.32572,159891.10146,5960,5199,615312.4,265938.01928,-2.24,0.004,1780243200000.0,0.836,11.79,IP,,,0.4,2026-05-31 22:11:46.810970
IP_USDT,Gate,IP/USDT,0.4322,0.4322,0.0,316237.1564,-27.91,154265.1358,161972.0106,1273,1024,1698262.0,733988.8364,-1.05,0.0083,1780243200000.0,2.321,37.26,IP,0.0,223.84,0.83,2026-05-31 22:11:46.810970
IP-USD,Hyperliquid,IP/USD,0.43211,0.43245,-0.07,170491.0378,-69.48,66538.3305,103952.7072,1002,1525,7885877.0,3407645.16924,-2.1,0.00125,1780239600000.0,19.9872,220.79,IP,0.0,4.4,0.125,2026-05-31 22:11:46.810970
IP_USDC,MEXC,IP/USDC,0.4313,0.4319,-0.12,99594.73561,23.71,49668.55841,49926.1769,3912,3919,21648.6,9337.04118,-16.85,0.005,1780243200000.0,0.0938,-32.76,IP,,,0.5,2026-05-31 22:11:46.810970
IPUSDT,CoinEx,IP/USDT,0.4325,0.4317,0.0,98064.5607,-32.7,34543.4808,63521.0698,3035,5647,142986.5,61841.66125,13.42,0.0,1780243202551.0,0.6306,68.52,IP,0.0,85.01,0.0,2026-05-31 22:11:46.810970
IP-PERP,Coinbase,IP/USDC,0.43298,0.43149,0.08,43211.63,-43.57,24044.17,19167.46,116,37,215128.6,93146.381228,-1.09,0.0046,,2.1556,75.28,IP,,,0.46,2026-05-31 22:11:46.810970
