instrument,exchange_count,instrument_id,base_asset,quote_asset,max_leverage,funding_interval,price_tick_size
ACU,3,ACU-USDT,ACU,USDT,50.0,4.0,0.0001
TRUST,3,TRUST-USDT,TRUST,USDT,100.0,4.0,0.0001
龙虾USDT,3,龙虾USDT,龙虾,USDT,10.0,1.0,1e-06
LLYUSDT,3,LLYUSDT_UMCBL,LLY,USDT,20.0,8.0,0.01
HIVE,3,HIVE-USDT,HIVE,USDT,20.0,1.0,1e-05
LLY,3,LLY_USDT,LLY,USDT,10.0,8.0,0.01
LRC,3,LRC_USDT,LRC,USDT,50.0,8.0,1e-05
ETHUSDC,3,ETHUSDC,ETH,USDC,125.0,8.0,0.01
OPENAI,3,OPENAI_USDT,OPENAI,USDT,20.0,8.0,0.01
LSK,3,LSK-USDT,LSK,USDT,100.0,4.0,0.0001
ETHUSDM26,3,ETHUSDM26_DMCBL,ETH,USD,50.0,0.0,0.01
ONUSDT,3,ONUSDT,ON,USDT,50.0,1.0,1e-05
ONG,3,ONG-USDT,ONG,USDT,20.0,4.0,1e-05
ONE,3,ONE-USDT,ONE,USDT,125.0,8.0,1e-06
GWEI,3,GWEI-USDT,GWEI,USDT,50.0,4.0,1e-06
AKE,3,AKE-USDT,AKE,USDT,20.0,4.0,1e-07
LTCUSDC,3,LTCUSDC,LTC,USDC,75.0,8.0,0.01
LUMIA,3,LUMIA-USDT,LUMIA,USDT,100.0,4.0,0.0001
LUNA,3,LUNA-USDT,LUNA,USDT,,4.0,1e-05
LUNAUSDT,3,LUNAUSDT_UMCBL,LUNA,USDT,50.0,4.0,1e-05
ALPINE,3,ALPINE-USDT,ALPINE,USDT,50.0,4.0,0.0001
ARBUSDC,3,ARBUSDC,ARB,USDC,50.0,8.0,0.0001
LINKUSDC,3,LINKUSDC,LINK,USDC,75.0,8.0,0.001
KOMA,3,KOMA-USDT,KOMA,USDT,100.0,4.0,1e-06
HIMS,3,HIMS_USDT,HIMS,USDT,10.0,8.0,0.001
HIGH,3,HIGH-USDT,HIGH,USDT,50.0,8.0,0.0001
ELSA,3,ELSA-USDT,ELSA,USDT,50.0,4.0,1e-05
HFT,3,HFT-USDT,HFT,USDT,50.0,8.0,1e-05
HEIUSDT,3,HEIUSDT,HEI,USDT,10.0,4.0,1e-05
PHAROSUSDT,3,PHAROSUSDT,PHAROS,USDT,20.0,4.0,0.0001
PHAROS,3,PHAROS-USDT,PHAROS,USDT,20.0,4.0,0.0001
ESPORTS,3,ESPORTS-USDT,ESPORTS,USDT,100.0,4.0,0.0001
AIN,3,AIN-USDT,AIN,USDT,100.0,4.0,1e-05
AINUSDT,3,AINUSDT,AIN,USDT,10.0,4.0,1e-05
AIOT,3,AIOT-USDT,AIOT,USDT,50.0,4.0,1e-05
EPIC,3,EPIC-USDT,EPIC,USDT,100.0,4.0,0.0001
ORDER,3,ORDER-USDT,ORDER,USDT,20.0,4.0,0.0001
ORCL,3,ORCL-USDT,ORCL,USDT,10.0,1.0,0.01
ETHW,3,ETHW_USDT,ETHW,USDT,100.0,4.0,0.0001
ON,3,ON-USDT,ON,USDT,50.0,4.0,1e-05
LUNC,3,LUNC-USDT,LUNC,USDT,200.0,8.0,1e-08
FUTUUSDT,3,FUTUUSDT,FUTU,USDT,20.0,8.0,0.01
NBIS,3,NBIS-PERP,NBIS,USDC,,1.0,0.01
NATGAS,3,NATGAS-USDT,NATGAS,USDT,10.0,1.0,0.0001
NAORIS,3,NAORIS-USDT,NAORIS,USDT,100.0,4.0,1e-05
MUBARAK,3,MUBARAK-USDT,MUBARAK,USDT,50.0,4.0,1e-05
MTL,3,MTL-USDT,MTL,USDT,20.0,8.0,0.0001
G,3,G-USDT,G,USDT,50.0,4.0,1e-06
FLOCK,3,FLOCK-USDT,FLOCK,USDT,100.0,4.0,1e-05
AKTUSDT,3,AKTUSDT,AKT,USDT,50.0,4.0,0.0001
MOVR,3,MOVR-USDT,MOVR,USDT,20.0,4.0,0.001
FLOKIUSDT,3,FLOKIUSDT_UMCBL,FLOKI,USDT,75.0,8.0,1e-08
MOCA,3,MOCA_USDT,MOCA,USDT,50.0,4.0,1e-05
ALICE,3,ALICE-USDT,ALICE,USDT,20.0,4.0,0.0001
FORM,3,FORM-USDT,FORM,USDT,100.0,4.0,0.0001
MIRA,3,MIRA_USDT,MIRA,USDT,20.0,8.0,1e-05
FIDA,3,FIDA-USDT,FIDA,USDT,50.0,4.0,1e-05
GME,3,GME-USDT,GME,USDT,10.0,1.0,0.01
LYN,3,LYN-USDT,LYN,USDT,50.0,4.0,1e-05
F,3,F-USDT,F,USDT,50.0,4.0,1e-06
OGN,3,OGN_USDT,OGN,USDT,3.0,4.0,1e-05
OG,3,OG-USDT,OG,USDT,50.0,4.0,0.0001
GUA,3,GUA-USDT,GUA,USDT,20.0,4.0,0.0001
GTCUSDT,3,GTCUSDT,GTC,USDT,10.0,1.0,1e-05
MAGMA,3,MAGMA-USDT,MAGMA,USDT,50.0,4.0,1e-05
EVAA,3,EVAA-USDT,EVAA,USDT,50.0,4.0,0.0001
FAI,3,FAI-USDT,FAI,USDT,20.0,4.0,1e-06
NEWT,3,NEWT_USDT,NEWT,USDT,50.0,8.0,1e-05
NFPUSDT,3,NFPUSDT,NFP,USDT,10.0,4.0,1e-05
NFP,3,NFP-USDT,NFP,USDT,50.0,4.0,1e-05
NFLXUSDT,3,NFLXUSDT_UMCBL,NFLX,USDT,50.0,8.0,0.01
NFLX,3,NFLX_USDT,NFLX,USDT,10.0,8.0,0.01
APR,3,APR-USDT,APR,USDT,50.0,4.0,1e-05
MAVIAUSDT,3,MAVIAUSDT,MAVIA,USDT,10.0,4.0,1e-05
PLAYUSDT,3,PLAYUSDT,PLAY,USDT,50.0,1.0,1e-05
FRAX,3,FRAX-USDT,FRAX,USDT,50.0,4.0,0.0001
PORTAL,3,PORTAL-USDT,PORTAL,USDT,100.0,4.0,1e-05
IDOL,3,IDOL-USDT,IDOL,USDT,50.0,4.0,1e-05
RECALL,3,RECALL-USDT,RECALL,USDT,50.0,4.0,1e-05
AI,3,AI-PERP,AI,USDC,3.0,1.0,1e-06
JOEUSDT,3,JOEUSDT,JOE,USDT,25.0,8.0,1e-05
AGTUSDT,3,AGTUSDT,AGT,USDT,10.0,1.0,1e-06
EDU,3,EDU-USDT,EDU,USDT,50.0,8.0,0.0001
IN,3,IN-USDT,IN,USDT,20.0,4.0,1e-05
HNTUSDT,3,HNTUSDT,HNT,USDT,12.0,8.0,0.0001
EDGEX,3,EDGEX-USDT,EDGE,USDT,,4.0,0.0001
PROM,3,PROM-USDT,PROM,USDT,50.0,4.0,0.001
HOLO,3,HOLO-USDT,HOLO,USDT,50.0,4.0,1e-05
ANTHROPIC,3,ANTHROPIC_USDT,ANTHROPIC,USDT,20.0,8.0,0.01
ICX,3,ICX_USDT,ICX,USDT,20.0,8.0,1e-05
DOGEUSDC,3,DOGEUSDC,DOGE,USDC,75.0,8.0,1e-05
JCT,3,JCT-USDT,JCT,USDT,50.0,4.0,1e-06
PROSUSDT,3,PROSUSDT,PROS,USDT,20.0,1.0,0.0001
RATS,3,RATS-USDT,RATS,USDT,,4.0,1e-08
QQQ,3,QQQ-PERP,QQQ,USDC,,1.0,0.01
QNTXUSDT,3,QNTXUSDT,QNTX,USDT,20.0,8.0,0.01
ICNT,3,ICNT-USDT,ICNT,USDT,50.0,4.0,0.0001
AI16Z,3,AI16Z-PERP,AI16Z,USDC,5.0,1.0,1e-06
Q,3,Q-USDT,Q,USDT,50.0,4.0,1e-06
AMZN,3,AMZN-PERP,AMZN,USDC,10.0,1.0,0.01
KAIO,3,KAIO-USDT,KAIO,USDT,20.0,1.0,0.0001
AIGENSYN,3,AIGENSYN_USDT,AIGENSYN,USDT,20.0,4.0,1e-05
DISUSDT,3,DISUSDT,DIS,USDT,20.0,8.0,0.01
AIA,3,AIA-USDT,AIA,USDT,20.0,4.0,1e-05
AIAUSDT,3,AIAUSDT,AIA,USDT,20.0,1.0,1e-05
UNC,2,UNC-USDT,UNC,USDT,20.0,4.0,1e-06
AVGO,2,AVGO_USDT,AVGO,USDT,,8.0,0.01
币安人生USDT,2,币安人生USDT,币安人生,USDT,10.0,1.0,1e-05
MBOX,2,MBOX_USDT,MBOX,USDT,50.0,8.0,1e-06
VIC,2,VIC_USDT,VIC,USDT,100.0,8.0,1e-05
BNBPERP,2,BNBPERP_UMCBL,BNB,USDC,75.0,8.0,0.01
VELOUSDT,2,VELOUSDT,VELO,USDT,5.0,1.0,1e-06
UNHUSDT,2,UNHUSDT_UMCBL,UNH,USDT,20.0,8.0,0.01
MAXXING,2,MAXXING-USDT,MAXXING,USDT,20.0,4.0,1e-06
我踏马来了USDT,2,我踏马来了USDT,我踏马来了,USDT,20.0,1.0,1e-06
BMT,2,BMT_USDT,BMT,USDT,100.0,4.0,1e-05
BMNRUSDT,2,BMNRUSDT,BMNR,USDT,10.0,8.0,0.001
我踏马来了,2,我踏马来了_USDT,我踏马来了,USDT,,8.0,1e-06
UP,2,UP_USDT,UP,USDT,50.0,4.0,0.0001
MBOXUSDT,2,MBOXUSDT,MBOX,USDT,10.0,4.0,1e-05
INTCUSD,2,INTCUSD-PERP,INTC,USD,50.0,1.0,0.01
BRKB,2,BRKB_USDT,BRKB,USDT,,8.0,0.1
ICPUSD,2,ICPUSD-PERP,ICP,USD,50.0,1.0,0.0001
MATIC,2,MATIC-PERP,MATIC,USDC,20.0,1.0,0.0001
GNOUSDT,2,GNOUSDT,GNO,USDT,5.0,8.0,0.01
VIRTUALUSD,2,VIRTUALUSD-PERP,VIRTUAL,USD,50.0,1.0,0.0001
10000NEXUSDT,2,10000NEXUSDT_UMCBL,10000NEX,USDT,20.0,4.0,1e-05
龙虾,2,龙虾_USDT,龙虾,USDT,,4.0,1e-06
ULTIMA,2,ULTIMA-USDT,ULTIMA,USDT,50.0,4.0,0.1
GOBLIN,2,GOBLIN-USDT,GOBLIN,USDT,20.0,4.0,1e-06
IONQUSDT,2,IONQUSDT_UMCBL,IONQ,USDT,20.0,8.0,0.01
HYPEUSD,2,HYPEUSD-PERP,HYPE,USD,50.0,1.0,0.001
VIX,2,VIX_USDT,VIX,USDT,3.0,8.0,0.001
VRTUSDT,2,VRTUSDT_UMCBL,VRT,USDT,20.0,8.0,0.01
VELO,2,VELO_USDT,VELO,USDT,100.0,8.0,1e-06
INFQUSDT,2,INFQUSDT_UMCBL,INFQ,USDT,20.0,8.0,0.001
AVAXUSDC,2,AVAXUSDC,AVAX,USDC,75.0,8.0,0.001
USOIL,2,USOIL-USDT,USOIL,USDT,200.0,4.0,0.01
UPEG,2,UPEG-USDT,UPEG,USDT,20.0,4.0,0.1
UPUSDT,2,UPUSDT,UP,USDT,20.0,1.0,0.0001
MEZO,2,MEZO-USDT,MEZO,USDT,20.0,4.0,1e-05
AVAX-USD,2,AVAX-USD-SWAP,AVAX,USD,20.0,8.0,0.001
1000000BABYDOGE,2,1000000BABYDOGE-USDT,1000000BABYDOGE,USDT,50.0,4.0,1e-07
GAIB,2,GAIB_USDT,GAIB,USDT,20.0,4.0,1e-05
UNIUSDC,2,UNIUSDC,UNI,USDC,75.0,8.0,0.001
USDC,2,USDC_USDT,USDC,USDT,200.0,8.0,0.0001
METAX,2,METAX-USDT,METAX,USDT,,8.0,0.01
USDEUSDT,2,USDEUSDT,USDE,USDT,50.0,8.0,0.0001
币安人生,2,币安人生_USDT,币安人生,USDT,,8.0,1e-05
USDJPY,2,USDJPY-USD,USDJPY,USD,25.0,1.0,0.001
BP,2,BP_USDT,BP,USDT,20.0,4.0,0.0001
GBP,2,GBP_USDT,GBP,USDT,100.0,4.0,0.0001
FTM,2,FTM-PERP,FTM,USDC,10.0,1.0,0.0001
MINIMAX,2,MINIMAX_USDT,MINIMAX,USDT,10.0,8.0,0.01
USOUSDT,2,USOUSDT,USO,USDT,20.0,8.0,0.1
GBPUSD,2,GBPUSD_USDT,GBPUSD,USDT,,8.0,0.0001
BONKUSDT,2,BONKUSDT,BONK,USDT,75.0,8.0,1e-10
VTHO,2,VTHO_USDT,VTHO,USDT,50.0,4.0,1e-07
1000000MOG,2,1000000MOG-USDT,1000000MOG,USDT,100.0,4.0,0.0001
GEUSDT,2,GEUSDT_UMCBL,GE,USDT,20.0,8.0,0.01
GIGA,2,GIGA-PERP,GIGA,USDC,20.0,1.0,1e-06
GITLAWB,2,GITLAWB-USDT,GITLAWB,USDT,20.0,4.0,1e-07
V,2,V_USDT,V,USDT,,8.0,0.1
ALL,2,ALL_USDT,ALLINDEX,USDT,75.0,4.0,0.0001
UNIPERP,2,UNIPERP_UMCBL,UNI,USDC,75.0,8.0,0.001
UNI-USD,2,UNI-USD-SWAP,UNI,USD,20.0,8.0,0.001
GLW,2,GLW_USDT,GLW,USDT,,8.0,0.01
MCDUSDT,2,MCDUSDT_UMCBL,MCD,USDT,20.0,8.0,0.01
1000FLOKI,2,1000FLOKI-PERP,FLOKI,USDC,,1.0,1e-05
LWLGUSDT,2,LWLGUSDT_UMCBL,LWLG,USDT,20.0,8.0,0.001
GOLD,2,GOLD-PERP,GOLD,USDC,25.0,1.0,0.1
XCNUSDT,2,XCNUSDT,XCN,USDT,5.0,1.0,1e-06
HBARUSDC,2,HBARUSDC,HBAR,USDC,25.0,4.0,1e-05
HBARPERP,2,HBARPERP_UMCBL,HBAR,USDC,75.0,4.0,1e-05
LIGHT,2,LIGHT_USDT,LIGHT,USDT,50.0,8.0,0.0001
XAUTUSD,2,XAUTUSD-PERP,XAUT,USD,50.0,1.0,0.1
AMATUSDT,2,AMATUSDT_UMCBL,AMAT,USDT,20.0,8.0,0.01
BEAMUSDT,2,BEAMUSDT_UMCBL,BEAM,USDT,20.0,4.0,1e-06
BEAMX,2,BEAMX_USDT,BEAMX,USDT,75.0,4.0,1e-06
LINK-USD,2,LINK-USD-SWAP,LINK,USD,50.0,8.0,0.001
LINKPERP,2,LINKPERP_UMCBL,LINK,USDC,75.0,8.0,0.001
JP225,2,JP225_USDT,JP225,USDT,50.0,1.0,1.0
H100,2,H100-USDC,H100,USDC,10.0,1.0,4.0
BEL,2,BEL_USDT,BEL,USDT,50.0,8.0,1e-05
XVS,2,XVS_USDT,XVS,USDT,50.0,8.0,0.001
JOE,2,JOE_USDT,JOE,USDT,50.0,8.0,1e-05
ALLUSDT,2,ALLUSDT,ALLINDEX,USDT,75.0,8.0,0.0001
JPM,2,JPM_USDT,JPM,USDT,,8.0,0.01
LAUNCHCOIN,2,LAUNCHCOIN-PERP,LAUNCHCOIN,USDC,3.0,1.0,1e-06
BGBUSDT,2,BGBUSDT_UMCBL,BGB,USDT,50.0,8.0,0.0001
XCUUSDT,2,XCUUSDT,XCU,USDT,50.0,4.0,0.0001
AMDUSD,2,AMDUSD-PERP,AMD,USD,50.0,1.0,0.01
XRP-USD,2,XRP-USD-SWAP,XRP,USD,50.0,8.0,0.0001
XRPPERP,2,XRPPERP_UMCBL,XRP,USDC,75.0,8.0,0.0001
KLACUSDT,2,KLACUSDT_UMCBL,KLAC,USDT,20.0,8.0,0.01
HEI,2,HEI_USDT,HEI,USDT,100.0,4.0,1e-05
HDUSDT,2,HDUSDT,HD,USDT,20.0,8.0,0.01
HK50,2,HK50_USDT,HK50,USDT,20.0,8.0,0.01
BCH-USD,2,BCH-USD-SWAP,BCH,USD,20.0,8.0,0.1
BCHPERP,2,BCHPERP_UMCBL,BCH,USDC,75.0,8.0,0.01
AMZNX,2,AMZNX_USDT,AMZNX,USDT,,8.0,0.01
XLMPERP,2,XLMPERP_UMCBL,XLM,USDC,75.0,8.0,1e-05
1000PEPEUSDC,2,1000PEPEUSDC,1000PEPE,USDC,50.0,8.0,1e-07
KOPNUSDT,2,KOPNUSDT_UMCBL,KOPN,USDT,20.0,8.0,0.001
HD,2,HD_USDT,HD,USDT,,8.0,0.1
JPY,2,JPY_USDT,JPY,USDT,100.0,4.0,1e-06
WOTAMALAILE,2,WOTAMALAILE-USDT,WOTAMALAILE,USDT,20.0,4.0,1e-06
MITO,2,MITO_USDT,MITO,USDT,20.0,4.0,1e-05
IOTX,2,IOTX_USDT,IOTX,USDT,125.0,8.0,1e-06
LTCPERP,2,LTCPERP_UMCBL,LTC,USDC,75.0,8.0,0.01
WDC,2,WDC_USDT,WDC,USDT,,8.0,0.1
ZBCNUSDT,2,ZBCNUSDT,ZBCN,USDT,20.0,8.0,1e-07
HOOD,2,HOOD-USDC,HOOD,USDC,10.0,1.0,3.0
IWM,2,IWM_USDT,IWM,USDT,,8.0,0.01
1000BONKUSDC,2,1000BONKUSDC,1000BONK,USDC,75.0,4.0,1e-06
1000BONKPERP,2,1000BONKPERP_UMCBL,1000BONK,USDC,75.0,4.0,1e-06
WAVESUSDT,2,WAVESUSDT,WAVES,USDT,20.0,8.0,0.0001
LUNCUSDT,2,LUNCUSDT_UMCBL,LUNC,USDT,25.0,8.0,1e-08
AMP,2,AMP-USDT,AMP,USDT,50.0,4.0,1e-06
HOODX,2,HOODX_USDT,HOODX,USDT,,8.0,0.01
1000TOSHI,2,1000TOSHI-PERP,TOSHI,USDC,,1.0,1e-05
IQ,2,IQ-USDT,IQ,USDT,100.0,4.0,1e-06
HOOLI,2,HOOLI-USDT,HOOLI,USDT,20.0,4.0,1e-05
AXTIUSDT,2,AXTIUSDT_UMCBL,AXTI,USDT,20.0,8.0,0.01
IPPERP,2,IPPERP_UMCBL,IP,USDC,25.0,4.0,0.0001
ZBCN,2,ZBCN_USDT,ZBCN,USDT,50.0,4.0,1e-07
LTC-USD,2,LTC-USD-SWAP,LTC,USD,50.0,8.0,0.01
WMT,2,WMT_USDT,WMT,USDT,,8.0,0.01
WHEAT,2,WHEAT-USDC,WHEAT,USDC,20.0,1.0,4.0
LONGXIA,2,LONGXIA-USDT,LONGXIA,USDT,50.0,4.0,1e-06
WLFIUSDC,2,WLFIUSDC,WLFI,USDC,75.0,4.0,0.0001
WLFIPERP,2,WLFIPERP_UMCBL,WLFI,USDC,50.0,4.0,0.0001
LRCUSDT,2,LRCUSDT,LRC,USDT,25.0,8.0,1e-05
WLDUSDC,2,WLDUSDC,WLD,USDC,75.0,8.0,0.0001
WLDUSD,2,WLDUSD,WLD,USD,50.0,1.0,0.0001
JELLYJELLY,2,JELLYJELLY_USDT,JELLYJELLY,USDT,20.0,4.0,1e-05
WLDPERP,2,WLDPERP_UMCBL,WLD,USDC,75.0,8.0,0.0001
JDUSDT,2,JDUSDT_UMCBL,JD,USDT,20.0,8.0,0.01
1000SHIBUSDC,2,1000SHIBUSDC,1000SHIB,USDC,50.0,8.0,1e-06
WIFUSDC,2,WIFUSDC,WIF,USDC,50.0,4.0,0.0001
WIFPERP,2,WIFPERP_UMCBL,WIF,USDC,50.0,4.0,0.0001
BAN,2,BAN_USDT,BAN,USDT,100.0,8.0,1e-05
BABYDOGEUSDT,2,BABYDOGEUSDT,BABYDOGE,USDT,50.0,8.0,1e-12
WHITEWHALE,2,WHITEWHALE-USDT,WHITEWHALE,USDT,50.0,4.0,1e-06
DELLUSDT,2,DELLUSDT_UMCBL,DELL,USDT,20.0,8.0,0.01
AAOIUSDT,2,AAOIUSDT_UMCBL,AAOI,USDT,20.0,8.0,0.01
UBER,2,UBER_USDT,UBER,USDT,,8.0,0.01
SPYUSD,2,SPYUSD-PERP,SPY,USD,50.0,1.0,0.01
SOL-USD,2,SOL-USD-SWAP,SOL,USD,50.0,8.0,0.01
ENAUSDC,2,ENAUSDC,ENA,USDC,50.0,4.0,1e-05
ENAUSD,2,ENAUSD-PERP,ENA,USD,50.0,1.0,1e-05
SNT,2,SNT_USDT,SNT,USDT,50.0,8.0,1e-06
SNOWUSDT,2,SNOWUSDT_UMCBL,SNOW,USDT,20.0,8.0,0.01
ENAPERP,2,ENAPERP_UMCBL,ENA,USDC,50.0,4.0,0.0001
SMCIUSDT,2,SMCIUSDT_UMCBL,SMCI,USDT,20.0,8.0,0.001
ELIZAOS,2,ELIZAOS-USDT,ELIZAOS,USDT,20.0,4.0,1e-06
PLAY,2,PLAY_USDT,PLAY,USDT,50.0,4.0,1e-05
CRCL,2,CRCL-USDC,CRCL,USDC,10.0,1.0,3.0
CRCLUSD,2,CRCLUSD-PERP,CRCL,USD,50.0,1.0,0.01
PLTR,2,PLTR-USDC,PLTR,USDC,10.0,1.0,3.0
AEON,2,AEON-USDT,AEON,USDT,20.0,4.0,1e-07
EIGENPERP,2,EIGENPERP_UMCBL,EIGEN,USDC,75.0,8.0,0.0001
CRDOUSDT,2,CRDOUSDT_UMCBL,CRDO,USDT,20.0,8.0,0.01
PLTRX,2,PLTRX_USDT,PLTRX,USDT,,8.0,0.01
PNUTPERP,2,PNUTPERP_UMCBL,PNUT,USDC,50.0,4.0,1e-05
POETUSDT,2,POETUSDT_UMCBL,POET,USDT,20.0,8.0,0.001
POLPERP,2,POLPERP_UMCBL,POL,USDC,50.0,8.0,0.0001
SOLPERP,2,SOLPERP_UMCBL,SOL,USDC,100.0,8.0,0.01
ADA-USD,2,ADA-USD-SWAP,ADA,USD,20.0,8.0,0.0001
PEPEUSD,2,PEPEUSD,PEPE,USD,50.0,1.0,1e-09
PAXGUSD,2,PAXGUSD-PERP,PAXG,USD,50.0,1.0,0.01
ORBS,2,ORBS-USD,ORBS,USD,3.0,1.0,1e-05
COINUSD,2,COINUSD-PERP,COIN,USD,50.0,1.0,0.01
SPORTFUN,2,SPORTFUN-USDT,SPORTFUN,USDT,20.0,4.0,1e-05
COINX,2,COINX_USDT,COINX,USDT,,8.0,0.01
SPELL,2,SPELL_USDT,SPELL,USDT,20.0,8.0,1e-07
ORDIPERP,2,ORDIPERP_UMCBL,ORDI,USDC,75.0,4.0,0.001
OUSTUSDT,2,OUSTUSDT_UMCBL,OUST,USDT,20.0,8.0,0.01
PANWUSDT,2,PANWUSDT_UMCBL,PANW,USDT,20.0,8.0,0.01
SOXX,2,SOXX-USDC,SOXX,USDC,50.0,1.0,2.0
COS,2,COS_USDT,COS,USDT,20.0,4.0,1e-07
PAYP,2,PAYP_USDT,PAYP,USDT,,8.0,0.01
SOXL,2,SOXL_USDT,SOXL,USDT,,8.0,0.01
PDDUSDT,2,PDDUSDT,PDD,USDT,20.0,8.0,0.01
PENDLEUSD,2,PENDLEUSD-PERP,PENDLE,USD,50.0,1.0,0.0001
SOON,2,SOON-USDT,SOON,USDT,,4.0,1e-05
AIO,2,AIO_USDT,AIO,USDT,50.0,4.0,1e-05
PENGUIN,2,PENGUIN-USDT,PENGUIN,USDT,20.0,4.0,1e-05
PENGUPERP,2,PENGUPERP_UMCBL,PENGU,USDC,50.0,4.0,1e-06
SHLDUSDT,2,SHLDUSDT,SHLD,USDT,20.0,8.0,0.01
ASMLUSDT,2,ASMLUSDT_UMCBL,ASML,USDT,10.0,8.0,0.01
CRVPERP,2,CRVPERP_UMCBL,CRV,USDC,25.0,8.0,0.0001
RDWUSDT,2,RDWUSDT_UMCBL,RDW,USDT,20.0,8.0,0.001
DOT-USD,2,DOT-USD-SWAP,DOT,USD,20.0,8.0,0.001
QQQUSD,2,QQQUSD-PERP,QQQ,USD,50.0,1.0,0.01
DOGUSDT,2,DOGUSDT,DOG,USDT,25.0,4.0,1e-07
RATSUSDT,2,RATSUSDT,RATS,USDT,75.0,8.0,1e-08
RONUSDT,2,RONUSDT,RON,USDT,50.0,8.0,1e-06
RDDTUSDT,2,RDDTUSDT_UMCBL,RDDT,USDT,20.0,8.0,0.01
RDNT,2,RDNT_USDT,RDNT,USDT,5.0,4.0,1e-06
DBR,2,DBR-PERP,DBR,USDC,100.0,1.0,1e-05
RLS,2,RLS_USDT,RLS,USDT,50.0,4.0,1e-06
QCOM,2,QCOM_USDT,QCOM,USDT,,4.0,0.01
DOGEPERP,2,DOGEPERP_UMCBL,DOGE,USDC,75.0,8.0,1e-05
RLB,2,RLB-PERP,RLB,USDC,3.0,1.0,0.001
DOGE-USD,2,DOGE-USD-SWAP,DOGE,USD,50.0,8.0,1e-05
RKC,2,RKC-USDT,RKC,USDT,20.0,4.0,1e-06
DEGEN,2,DEGEN-PERP,DEGEN,USDC,,1.0,1e-06
DIS,2,DIS_USDT,DIS,USDT,,8.0,0.01
RIFUSDT,2,RIFUSDT,RIF,USDT,50.0,4.0,1e-05
REQ,2,REQ-USD,REQ,USD,3.0,1.0,1e-05
DOTPERP,2,DOTPERP_UMCBL,DOT,USDC,75.0,8.0,0.001
PUNDIX,2,PUNDIX_USDT,PUNDIX,USDT,50.0,4.0,0.0001
POPCATPERP,2,POPCATPERP_UMCBL,POPCAT,USDC,50.0,8.0,0.0001
SATO,2,SATO-USDT,SATO,USDT,20.0,4.0,0.0001
SHARE,2,SHARE-USDT,SHARE,USDT,20.0,4.0,0.0001
EDGEXUSDT,2,EDGEXUSDT,EDGEX,USDT,50.0,4.0,0.0001
AERGO,2,AERGO-USDT,AERGO,USDT,50.0,4.0,1e-05
POWR,2,POWR_USDT,POWR,USDT,125.0,4.0,1e-05
EDGEUSD,2,EDGEUSD-PERP,DFIN,USD,50.0,1.0,1e-05
CSCO,2,CSCO_USDT,CSCO,USDT,,8.0,0.01
SATSUSDT,2,SATSUSDT,SATS,USDT,75.0,8.0,1e-12
SATS,2,SATS_USDT,SATS,USDT,100.0,4.0,1e-11
DUSDT,2,DUSDT,D,USDT,10.0,1.0,1e-06
PUMPUSD,2,PUMPUSD-PERP,PUMP,USD,50.0,1.0,1e-07
SANTOSUSDT,2,SANTOSUSDT,SANTOS,USDT,50.0,4.0,0.001
SANTOS,2,SANTOS-USDT,SANTOS,USDT,100.0,4.0,0.001
CTC,2,CTC_USDT,CTC,USDT,20.0,8.0,1e-05
PUFFER,2,PUFFER_USDT,PUFFER,USDT,20.0,4.0,1e-05
AGT,2,AGT_USDT,AGT,USDT,100.0,4.0,1e-06
PUMPBTC,2,PUMPBTC-USDT,PUMPBTC,USDT,50.0,4.0,1e-05
PUMPFUNUSDT,2,PUMPFUNUSDT,PUMPFUN,USDT,75.0,4.0,1e-06
CTSI,2,CTSI_USDT,CTSI,USDT,50.0,8.0,1e-05
ETCPERP,2,ETCPERP_UMCBL,ETC,USDC,50.0,8.0,0.001
COIN,2,COIN-USDC,COIN,USDC,10.0,1.0,3.0
MKR,2,MKR-PERP,MKR,USDC,10.0,1.0,0.01
OPUSD,2,OPUSD,OP,USD,20.0,8.0,1e-05
ASTSUSDT,2,ASTSUSDT_UMCBL,ASTS,USDT,20.0,8.0,0.01
BTCUSDU26,2,BTCUSDU26_DMCBL,BTC,USD,50.0,0.0,0.1
BTR,2,BTR_USDT,BTR,USDT,20.0,8.0,1e-05
FILUSDC,2,FILUSDC,FIL,USDC,75.0,8.0,0.001
BULLA,2,BULLA_USDT,BULLA,USDT,20.0,4.0,1e-06
FILPERP,2,FILPERP_UMCBL,FIL,USDC,75.0,8.0,0.001
FIL-USD,2,FIL-USD-SWAP,FIL,USD,50.0,8.0,0.0001
APPUSDT,2,APPUSDT_UMCBL,APP,USDT,20.0,8.0,0.01
BUTTCOIN,2,BUTTCOIN-USDT,BUTTCOIN,USDT,20.0,4.0,1e-05
FIGHT,2,FIGHT_USDT,FIGHT,USDT,20.0,4.0,1e-06
NAS100,2,NAS100_USDT,NAS100,USDT,100.0,8.0,0.01
TONPERP,2,TONPERP_UMCBL,TON,USDC,25.0,8.0,0.001
TONCOIN,2,TONCOIN-USDT,TONCOIN,USDT,200.0,4.0,0.001
NATGASUSD,2,NATGASUSD-PERP,NATGAS,USD,50.0,1.0,0.0001
NEARUSDC,2,NEARUSDC,NEAR,USDC,50.0,8.0,0.001
AAPLX,2,AAPLX-USDT,AAPLX,USDT,,8.0,0.01
TIAPERP,2,TIAPERP_UMCBL,TIA,USDC,50.0,4.0,0.0001
